,industry_x,pe,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,labels_result,index,code,name,industry_y
576,37,12.21,1.23,0.124,3.61,0.84,20020510,48.84,0.72,13.28,23.02,18.26,9.2,63394.0,3,600578,600578,京能电力,火力发电
577,32,5.22,0.84,0.63,4.5,1.54,19990721,37.89,2.03,85.02,416.82,37.65,17.12,39085.0,0,000090,000090,天健集团,建筑工程
578,89,22.42,4.37,0.22,7.27,1.36,20000906,23.21,1.62,11.15,-22.03,35.13,17.2,49733.0,12,000156,000156,华数传媒,影视音像
579,16,22.23,1.1,0.644,10.23,2.8,20200908,2.13,2.42,0.0,0.0,48.32,29.2,27530.0,1,605003,605003,众望布艺,纺织
580,19,10.45,4.09,0.755,12.33,1.28,19970611,324.36,4.26,18.97,38.93,0.0,40.49,182876.0,0,000776,000776,广发证券,证券
581,28,11.28,2.93,0.174,7.39,0.53,20080201,370.95,2.8,0.57,-39.04,28.04,3.76,151481.0,0,601898,601898,中煤能源,煤炭开采
582,55,19.99,0.37,0.098,2.45,1.59,19930924,58.57,0.96,-45.58,-64.43,52.32,11.95,70944.0,8,600675,600675,中华企业,区域地产
583,21,11.01,0.78,0.66,11.28,1.29,20010412,400.89,8.88,-12.25,-17.89,36.97,15.11,48455.0,0,600383,600383,金地集团,全国地产
584,33,21.25,3.24,0.13699999999999998,6.32,0.92,20110929,6.77,1.79,-18.47,-45.52,16.13,3.62,20442.0,1,002620,002620,瑞和股份,装修装饰
585,87,11.88,0.17,0.285,4.35,1.56,20181116,1014.11,2.29,7.07,-18.79,0.0,4.06,235513.0,12,601319,601319,中国人保,保险
586,46,13.53,0.69,0.429,5.83,1.99,19960923,23.47,3.73,1.54,7.14,65.65,23.31,36706.0,8,600750,600750,江中药业,中成药
587,6,16.79,1.87,0.35,6.04,1.91,20160823,6.0,2.91,8.92,16.63,32.1,13.58,18367.0,1,002809,002809,红墙股份,化工原料
588,33,20.59,1.2,0.14,4.12,1.4,20150320,10.38,1.93,-38.47,-22.31,16.8,3.58,14620.0,1,603030,603030,全筑股份,装修装饰
589,59,11.85,2.87,0.769,9.23,1.98,20080516,13.57,4.49,-42.29,-73.26,32.38,25.76,50412.0,0,002234,002234,民和股份,农业综合
590,64,9.44,1.56,0.97,4.71,3.86,20070817,56.13,2.24,45.48,979.24,26.85,14.61,110200.0,12,002157,002157,正邦科技,饲料
591,55,4.52,0.92,0.74,7.8,0.86,19931210,104.7,5.62,18.74,-11.14,28.18,13.66,30540.0,0,000537,000537,广宇发展,区域地产
592,32,14.37,2.17,0.19899999999999998,5.69,1.0,20060816,31.71,2.3,16.48,17.01,6.84,2.05,35943.0,3,002061,002061,浙江交科,建筑工程
593,20,17.65,1.31,0.24100000000000002,3.48,2.45,20170413,5.91,1.32,26.2,38.19,70.52,37.96,18985.0,8,603797,603797,联泰环保,环境保护
594,61,10.04,2.5,0.51,6.6,1.57,19970328,103.46,2.81,-5.55,48.99,9.6,4.83,26586.0,0,000703,000703,恒逸石化,化纤
595,20,20.0,3.33,0.11699999999999999,4.4,1.07,19940408,20.53,0.81,33.01,39.77,14.92,2.77,40646.0,3,000035,000035,中国天楹,环境保护
596,36,9.11,2.0,3.032,26.98,2.05,20020207,1242.09,23.44,3.3,5.31,31.41,21.71,206245.0,13,600585,600585,海螺水泥,水泥
597,29,5.04,0.7,0.371,6.18,0.6,20180919,121.59,1.87,23.2,-2.08,0.0,31.37,117331.0,0,002936,002936,郑州银行,银行
598,68,21.18,0.28,0.132,2.52,2.22,20020509,54.7,1.0,17.62,6.82,59.03,33.92,236509.0,8,600415,600415,小商品城,商品城
599,83,8.9,1.43,0.315,4.04,1.39,20180301,33.14,1.11,30.81,19.61,0.0,50.5,84806.0,12,600901,600901,江苏租赁,多元金融
600,13,12.95,2.19,0.466,5.21,2.32,19970618,80.83,1.75,16.08,19.75,11.45,3.11,68639.0,3,000800,000800,一汽解放,汽车整车
601,37,9.65,1.63,0.192,4.28,0.87,19980519,94.71,1.46,3.62,23.55,27.67,15.73,94994.0,3,000883,000883,湖北能源,火力发电
602,21,19.8,3.69,0.23399999999999999,11.73,0.79,19940921,41.37,6.22,47.16,-23.17,21.33,4.42,15943.0,7,000042,000042,中洲控股,全国地产
603,6,9.46,2.64,0.634,8.73,1.37,20170511,31.46,4.65,-11.1,9.31,17.86,11.55,29293.0,0,603113,603113,金能科技,化工原料
604,32,8.46,0.81,0.542,6.04,1.52,20000301,140.17,3.71,27.32,56.2,17.28,6.9,38900.0,0,000961,000961,中南建设,建筑工程
605,22,24.88,0.41,0.2,2.68,3.74,20100526,28.01,1.15,-3.7,11.37,27.56,15.8,164077.0,1,300088,300088,长信科技,元器件
606,50,11.29,2.42,0.38,7.95,1.14,20010528,91.62,4.12,18.12,3.58,16.97,7.96,106587.0,0,600528,600528,中铁工业,运输设备
607,18,8.23,2.16,0.218,5.5,0.65,19970606,89.33,2.24,-6.82,6.29,13.84,4.39,163732.0,3,000778,000778,新兴铸管,钢加工
608,16,21.38,0.3,0.168,9.06,0.79,20001225,54.3,6.33,-28.21,-64.97,26.37,6.3,58376.0,3,000726,000726,鲁 泰Ａ,纺织
609,56,15.42,4.41,0.465,11.81,1.21,20100818,17.02,5.84,-5.15,-35.81,9.08,1.4,22000.0,7,002462,002462,嘉事堂,医药商业
610,2,13.87,1.2,0.22399999999999998,3.98,1.56,20100428,18.2,1.08,7.77,8.57,19.99,9.59,26564.0,1,601369,601369,陕鼓动力,机械基件
611,32,7.64,1.08,0.14,3.56,0.74,20090921,288.6,1.39,13.55,13.78,10.75,1.99,400048.0,4,601618,601618,中国中冶,建筑工程
612,21,9.39,1.58,0.85,11.94,1.33,20060731,1076.22,8.99,3.59,1.69,35.69,13.74,166310.0,0,600048,600048,保利地产,全国地产
613,23,14.96,3.91,0.9,7.35,3.6,20170823,3.84,2.24,79.51,345.61,59.33,33.62,15558.0,6,603079,603079,圣达生物,食品
614,48,21.39,3.36,0.33,7.09,1.99,20190429,6.13,2.3,5.1,-6.16,6.43,3.88,22671.0,7,603967,603967,中创物流,仓储物流
615,89,16.5,3.22,0.294,8.49,1.14,19930316,129.35,3.79,3.41,-5.49,32.43,17.0,153555.0,12,600637,600637,东方明珠,影视音像
616,20,19.03,1.15,0.34,4.91,2.33,20150217,8.49,2.09,-2.55,-13.62,27.5,8.24,28586.0,1,300422,300422,博世科,环境保护
617,60,16.22,1.86,0.40399999999999997,7.54,1.74,19990312,42.11,4.18,-16.78,-16.6,54.14,28.38,14675.0,8,600007,600007,中国国贸,园区开发
618,15,14.2,4.92,0.49,10.53,1.32,20161110,20.74,4.24,-7.17,-14.62,44.57,18.78,23963.0,7,603556,603556,海兴电力,电器仪表
619,62,22.45,0.02,0.134,3.63,1.66,19940114,17.1,2.39,-5.42,-17.26,19.0,3.32,30406.0,12,600814,600814,杭州解百,百货
620,46,16.82,1.17,0.409,4.95,2.78,20090710,15.22,2.58,-4.85,-12.12,72.17,32.07,18954.0,8,002275,002275,桂林三金,中成药
621,22,23.97,2.84,0.284,5.83,2.33,20151209,8.14,1.85,17.73,20.73,20.35,9.6,34189.0,1,603936,603936,博敏电子,元器件
622,29,8.49,3.24,0.45,8.6,0.89,20190802,77.93,2.34,11.94,4.8,0.0,27.65,89494.0,0,002966,002966,苏州银行,银行
623,60,10.28,0.82,0.535,7.05,1.56,20191220,73.88,4.93,-49.61,-17.99,70.3,44.27,40020.0,8,601512,601512,中新集团,园区开发
624,55,15.04,1.57,0.42,5.5,1.99,20080128,14.97,1.86,51.29,-0.54,51.49,13.89,38220.0,8,002208,002208,合肥城建,区域地产
625,68,17.07,1.26,0.12300000000000001,5.99,0.7,20100126,43.74,3.41,0.28,-23.31,43.05,20.47,45902.0,12,002344,002344,海宁皮城,商品城
626,22,20.43,2.89,0.32899999999999996,5.97,2.25,20070112,11.67,1.65,26.6,143.66,15.53,8.39,51852.0,1,002106,002106,莱宝高科,元器件
627,20,21.55,1.54,0.214,4.45,2.07,20180105,16.26,2.27,16.1,26.72,40.43,19.51,40822.0,1,300664,300664,鹏鹞环保,环境保护
628,83,18.0,0.16,0.09300000000000001,2.62,1.28,19940202,95.97,1.37,-9.22,-46.33,41.53,9.83,199989.0,12,000540,000540,中天金融,多元金融
629,41,15.59,2.42,0.16,4.7,1.06,20040625,21.91,1.11,3.12,7.21,40.95,6.13,96220.0,3,002004,002004,华邦健康,化学制药
630,37,8.87,2.49,0.282,6.56,0.76,19960606,47.46,2.65,-5.06,28.7,21.53,7.63,62707.0,0,000600,000600,建投能源,火力发电
631,52,16.62,1.48,0.1,3.98,0.84,20060915,15.19,1.37,-16.91,-13.73,9.95,5.21,81174.0,12,002067,002067,景兴纸业,造纸
632,55,4.76,0.55,0.64,7.02,0.94,20040225,105.11,4.96,60.75,5.96,24.6,6.41,52997.0,0,600325,600325,华发股份,区域地产
633,20,18.3,0.3,0.18,4.4,1.5,19950630,38.62,2.71,24.22,17.59,31.59,16.89,73605.0,3,600874,600874,创业环保,环境保护
634,15,9.18,2.1,0.359,5.81,1.13,20110615,34.23,2.47,12.27,-8.83,29.76,14.27,36981.0,0,601567,601567,三星医疗,电器仪表
635,41,12.48,1.23,0.9890000000000001,7.77,3.18,20000127,89.1,5.09,-8.7,8.45,36.24,10.39,132086.0,0,000963,000963,华东医药,化学制药
636,35,15.44,1.91,0.18600000000000003,5.24,1.1,20110118,14.66,2.04,39.11,30.36,18.92,6.85,44575.0,1,002538,002538,司尔特,农药化肥
637,60,20.86,3.18,0.33399999999999996,9.39,1.48,19930504,51.79,4.56,-13.62,-44.77,25.05,8.84,65711.0,12,600648,600648,外高桥,园区开发
638,55,12.31,1.22,1.42,16.69,2.09,20151204,319.97,14.18,121.15,23.59,26.06,8.49,55532.0,13,601155,601155,新城控股,区域地产
639,47,20.26,4.48,0.201,6.78,1.2,20110602,13.12,1.13,3.45,190.55,19.28,10.81,44603.0,7,002585,002585,双星新材,塑料
640,9,12.75,6.53,0.5710000000000001,12.81,1.14,20160909,32.88,4.11,-0.57,21.26,25.82,11.82,56345.0,7,601163,601163,三角轮胎,汽车配件
641,57,5.86,1.76,0.34299999999999997,6.92,0.58,19961225,118.59,3.72,20.86,-40.53,5.81,3.43,58825.0,0,600782,600782,新钢股份,普钢
642,19,21.68,3.17,0.498,11.11,1.95,20091117,231.62,2.66,34.64,23.73,0.0,37.69,94719.0,7,600999,600999,招商证券,证券
643,72,15.5,2.13,0.23199999999999998,7.42,0.97,19980427,27.76,3.91,-2.11,-17.18,34.02,22.76,37894.0,12,600168,600168,武汉控股,水务
644,42,16.67,0.23,0.095,2.41,1.32,20070816,12.21,1.0,-3.95,3.98,60.44,8.46,101713.0,8,002154,002154,报 喜 鸟,服饰
645,55,8.56,0.71,0.278,5.47,0.87,20080529,106.27,3.42,95.74,40.38,36.41,8.39,37942.0,0,002244,002244,滨江集团,区域地产
646,0,18.18,2.48,0.348,9.29,1.36,20170405,20.0,5.42,-11.16,-9.99,32.64,9.75,17799.0,7,603385,603385,惠达卫浴,家居用品
647,26,13.89,1.12,0.22699999999999998,5.45,1.16,20080813,28.46,2.56,-6.11,10.57,10.04,5.18,33604.0,3,002267,002267,陕天然气,供气供热
648,48,17.5,3.51,0.718,11.93,2.11,20170731,9.5,6.88,-51.69,22.45,6.5,3.39,13973.0,7,002889,002889,东方嘉盛,仓储物流
649,41,16.85,1.39,0.45,7.6,1.96,19991021,38.49,3.99,-1.59,52.06,40.05,12.1,64000.0,8,600216,600216,浙江医药,化学制药
650,23,13.74,1.92,0.371,4.52,2.26,19970704,14.26,1.52,0.76,10.48,16.99,2.68,66733.0,3,600073,600073,上海梅林,食品
651,55,19.76,0.84,0.158,3.65,1.71,19971021,7.03,1.71,-8.72,-15.91,45.45,31.28,36649.0,8,600113,600113,浙江东日,区域地产
652,40,5.34,0.91,0.802,11.27,0.76,19980616,251.37,8.87,23.24,65.21,4.53,1.44,87700.0,0,600153,600153,建发股份,商贸代理
653,41,18.17,2.38,0.33,5.72,2.03,20100305,6.55,2.22,-9.85,183.59,33.18,16.15,24110.0,1,002365,002365,永安药业,化学制药
654,52,14.12,0.95,0.109,3.09,1.0,20011218,68.1,1.48,-12.03,-45.83,17.1,5.1,220638.0,3,600567,600567,山鹰纸业,造纸
655,3,23.52,1.7,0.213,3.93,2.54,20110303,4.82,1.09,9.84,69.01,17.67,9.19,44550.0,1,002560,002560,通达股份,电气设备
656,38,22.47,0.26,0.188,2.58,3.27,20161223,4.39,1.05,7.24,108.89,37.39,39.6,15116.0,1,603058,603058,永吉股份,广告包装
657,36,17.7,0.18,0.10800000000000001,1.86,2.06,19960716,7.23,0.5,-24.79,-45.23,30.75,13.24,33115.0,3,600724,600724,宁波富达,水泥
658,59,18.4,0.39,0.22899999999999998,1.98,4.24,20040609,3.11,0.48,12.43,2384.62,22.21,16.15,69992.0,11,600975,600975,新五丰,农业综合
659,37,11.81,0.38,0.07,2.26,1.0,20061220,0.7,0.0,-1.25,106.67,18.2,4.0,183876.0,3,601991,601991,大唐发电,火力发电
660,32,7.43,1.66,0.254,5.77,0.65,20111018,463.52,3.03,8.96,-2.03,13.41,2.42,280107.0,4,601669,601669,中国电建,建筑工程
661,72,8.68,1.25,0.47700000000000004,9.17,0.9,19970123,84.96,5.76,3.71,41.0,29.04,78.82,39838.0,0,000685,000685,中山公用,水务
662,38,15.92,0.98,0.284,4.81,1.88,20071205,37.03,2.53,2.83,-10.64,39.15,21.66,75653.0,8,002191,002191,劲嘉股份,广告包装
663,20,20.87,2.22,0.23399999999999999,5.17,1.89,20140801,12.36,1.82,-4.73,1.81,31.33,9.88,24250.0,1,300388,300388,国祯环保,环境保护
664,46,23.29,1.4,0.193,4.9,1.83,20040312,8.31,1.99,-0.49,-4.84,41.83,4.79,38608.0,8,600479,600479,千金药业,中成药
665,90,9.85,3.81,0.228,5.38,0.84,19960808,8.06,0.41,-8.44,-41.46,-4.11,14.41,61244.0,12,600740,600740,山西焦化,焦炭加工
666,37,5.0,1.65,0.8959999999999999,7.15,1.26,19940106,26.72,3.9,15.59,137.44,27.45,37.58,28493.0,0,000531,000531,穗恒运Ａ,火力发电
667,23,12.75,0.7,0.2,2.83,1.85,19950217,30.87,1.0,16.58,-4.26,23.15,7.81,127265.0,3,600873,600873,梅花生物,食品
668,26,11.21,0.63,0.24,2.83,1.81,19931018,21.81,1.51,-20.21,-35.67,25.15,14.82,26075.0,3,600681,600681,百川能源,供气供热
669,77,17.72,1.19,0.10400000000000001,5.61,0.65,19981021,165.64,2.91,-5.28,-49.38,10.32,1.79,177946.0,12,000825,000825,太钢不锈,特种钢
670,32,7.18,-0.03,0.35700000000000004,5.07,1.01,19970609,34.69,3.1,18.74,120.73,10.08,3.57,51998.0,0,000498,000498,山东路桥,建筑工程
671,57,19.97,0.16,0.055,2.81,0.78,20000511,36.63,1.32,-13.04,-60.02,5.06,1.64,58980.0,3,600231,600231,凌钢股份,普钢
672,19,18.55,1.74,0.531,6.38,3.09,19921202,35.92,3.39,-0.2,672.82,43.36,787.73,73623.0,9,600621,600621,华鑫股份,证券
673,19,23.55,1.89,0.17,4.89,1.64,19970731,51.52,0.93,-10.71,-13.35,0.0,28.29,197221.0,3,000783,000783,长江证券,证券
674,60,11.9,2.46,0.244,6.09,0.95,19980212,17.19,2.16,9.57,82.59,12.17,4.0,73217.0,12,600133,600133,东湖高新,园区开发
675,20,24.98,0.33,0.07,1.95,1.49,20000427,20.68,0.28,21.02,32.8,31.59,6.13,193477.0,3,600008,600008,首创股份,环境保护
676,85,16.13,2.59,0.359,7.9,1.47,20070928,181.47,3.8,6.99,76.17,24.58,11.81,67207.0,12,601808,601808,中海油服,石油开采
677,20,21.68,6.92,2.62,16.44,6.63,20200123,11.55,8.34,20.75,156.26,31.11,16.91,13288.0,6,300815,300815,玉禾田,环境保护
678,32,15.13,1.03,0.41,5.37,2.28,20141013,17.3,3.1,5.29,9.21,33.37,11.19,17735.0,1,603018,603018,中设集团,建筑工程
679,57,5.11,1.73,0.493,4.85,1.04,19990803,119.79,1.95,-2.92,23.41,17.16,5.81,83226.0,0,000932,000932,华菱钢铁,普钢
680,28,19.61,0.19,0.128,9.2,0.55,19981217,67.34,5.89,-28.74,-73.12,35.92,4.99,62252.0,3,600123,600123,兰花科创,煤炭开采
681,55,5.6,0.55,0.4,5.18,0.97,20010212,96.99,3.2,8.72,7.45,27.27,8.62,60300.0,0,600466,600466,蓝光发展,区域地产
682,23,21.91,1.44,0.81,4.95,7.11,20111028,12.48,2.02,3.5,33.72,53.95,30.76,18759.0,6,002626,002626,金达威,食品
683,54,18.96,0.02,0.18899999999999997,1.84,3.89,19971113,4.72,0.44,-20.69,-22.51,54.25,20.39,61065.0,8,000848,000848,承德露露,软饮料
684,64,9.22,1.49,0.52,4.26,2.02,20110325,10.8,1.16,8.54,859.06,14.15,5.47,73210.0,12,002567,002567,唐人神,饲料
685,78,14.18,1.29,0.075,2.45,0.87,20030328,3.59,0.09,-17.11,-33.42,9.7,6.0,43254.0,12,600575,600575,淮河能源,水运
686,32,17.53,0.53,0.12,2.99,1.43,20110816,13.23,1.36,7.18,1.8,7.91,1.3,60323.0,1,601789,601789,宁波建工,建筑工程
687,40,9.01,2.29,0.276,7.83,0.64,20010118,32.96,4.18,-3.65,1.69,92.88,61.71,27372.0,8,600382,600382,广东明珠,商贸代理
688,64,18.84,0.7,0.76,6.88,4.03,19980311,201.33,4.68,26.64,102.57,13.01,7.08,107000.0,12,000876,000876,新 希 望,饲料
689,21,4.83,0.83,0.659,6.21,1.03,19920327,527.64,4.34,4.17,-10.77,14.89,3.82,114928.0,0,600606,600606,绿地控股,全国地产
690,12,11.64,2.13,0.53,5.96,2.02,19970604,14.18,2.72,-11.66,-2.49,15.49,20.78,27089.0,3,600070,600070,浙江富润,互联网
691,36,10.44,2.42,0.67,9.29,1.67,19960614,69.38,5.15,-11.89,-32.95,34.91,7.02,121471.0,0,000401,000401,冀东水泥,水泥
692,35,13.96,2.53,0.61,10.36,1.63,20170511,9.67,6.1,12.56,-24.59,31.53,9.93,10069.0,7,603086,603086,先达股份,农药化肥
693,26,24.01,3.29,0.557,8.21,3.26,20160912,8.76,2.79,-21.53,11.99,42.83,18.24,13438.0,7,603393,603393,新天然气,供气供热
694,91,22.93,1.04,0.36,4.19,3.85,20160504,9.3,2.1,12.75,34.51,23.62,15.61,34949.0,12,300511,300511,雪榕生物,种植业
695,6,13.03,1.23,0.268,4.52,1.54,20100518,37.96,2.14,-39.97,34.39,10.49,4.8,36000.0,1,002408,002408,齐翔腾达,化工原料
696,28,9.17,1.27,0.304,6.09,0.91,20061123,67.32,2.89,-6.19,18.68,24.58,6.16,78783.0,0,601666,601666,平煤股份,煤炭开采
697,12,21.21,1.39,0.161,2.14,3.18,20120511,-4.06,-0.15,33.04,110.11,75.42,47.87,142614.0,8,300315,300315,掌趣科技,互联网
698,7,17.27,2.04,0.608,4.07,5.16,20101215,10.86,0.69,5.23,10.96,65.49,30.78,44132.0,8,300146,300146,汤臣倍健,医疗保健
699,10,12.47,0.92,0.19,3.76,1.26,19960701,20.57,1.57,6.79,6.3,5.18,0.57,40397.0,3,600710,600710,苏美达,工程机械
700,57,21.39,0.75,0.032,1.9,0.71,20040629,11.77,0.11,24.09,-40.19,5.96,0.86,280944.0,12,600022,600022,山东钢铁,普钢
701,65,14.5,0.04,0.09300000000000001,2.78,0.97,19970618,15.51,1.17,-1.8,-29.38,89.17,106.25,58996.0,8,600106,600106,重庆路桥,路桥
702,19,21.95,0.7,0.34,6.36,2.11,20141229,210.06,2.19,23.03,13.38,0.0,36.64,108880.0,1,002736,002736,国信证券,证券
703,26,24.92,1.49,0.28300000000000003,3.91,3.61,20191217,10.96,1.23,-20.1,-12.87,21.78,12.36,29777.0,1,603053,603053,成都燃气,供气供热
704,37,4.49,0.83,0.597,5.51,0.97,19930903,118.3,2.49,-15.37,175.23,29.93,32.32,106828.0,0,000027,000027,深圳能源,火力发电
705,77,15.16,1.82,0.545,4.97,3.33,19970326,101.05,2.0,-1.1,-0.57,17.42,7.66,19993.0,12,000708,000708,中信特钢,特种钢
706,91,20.68,1.36,0.447,3.81,4.86,20020329,9.32,0.52,3.73,13.01,52.87,45.37,105588.0,8,600598,600598,北大荒,种植业
707,9,16.93,2.09,0.154,7.05,0.74,20010305,55.75,3.83,-31.49,-45.03,7.99,1.23,25500.0,3,600335,600335,国机汽车,汽车配件
708,55,7.82,1.0,0.20800000000000002,3.81,0.85,20020328,15.14,1.44,-14.45,-47.97,33.12,20.01,61441.0,12,600533,600533,栖霞建设,区域地产
709,71,23.21,1.89,0.28,11.39,1.14,19970422,96.68,7.39,5.28,488.09,17.55,2.3,49462.0,12,600060,600060,海信视像,家用电器
710,46,17.63,0.02,0.092,1.85,1.74,20001130,23.73,0.68,-3.69,-12.38,65.09,18.22,132747.0,8,600252,600252,中恒集团,中成药
711,59,10.22,3.41,1.07,8.07,2.71,20091021,39.17,3.15,-0.82,-19.4,26.93,20.49,32548.0,0,002299,002299,圣农发展,农业综合
712,41,9.54,3.41,0.877,19.22,0.87,19961028,152.27,13.09,-31.73,16.97,63.67,90.96,93172.0,13,000623,000623,吉林敖东,化学制药
713,29,4.38,1.23,0.879,11.04,0.7,20160816,189.45,5.89,18.67,6.68,0.0,35.26,77700.0,0,601997,601997,贵阳银行,银行
714,37,10.91,1.35,0.293,4.47,1.43,19970128,36.51,1.68,49.61,101.35,43.68,19.84,78931.0,3,000690,000690,宝新能源,火力发电
715,9,15.69,0.73,0.33,8.83,1.16,19960826,38.33,5.73,25.62,-11.48,9.94,2.7,20340.0,0,600742,600742,一汽富维,汽车配件
716,77,22.49,5.75,0.679,12.54,2.44,20191224,12.41,5.38,11.07,6.42,5.05,1.98,21553.0,7,603995,603995,甬金股份,特种钢
717,21,5.63,0.99,0.677,9.47,0.81,20070808,271.53,6.24,7.36,0.04,31.31,11.26,81878.0,0,002146,002146,荣盛发展,全国地产
718,83,18.46,1.04,0.10300000000000001,2.91,1.31,19940110,23.92,0.6,11.3,17.3,0.0,44.07,109842.0,12,000563,000563,陕国投Ａ,多元金融
719,9,17.4,1.46,0.4,6.08,2.29,20180509,16.73,3.25,-1.73,25.02,15.2,5.46,18849.0,1,603013,603013,亚普股份,汽车配件
720,23,14.14,0.98,0.268,3.08,2.46,19931118,5.3,0.91,16.09,122.24,25.61,10.23,39411.0,3,000529,000529,广弘控股,食品
721,9,16.47,4.22,0.516,15.49,1.1,20050603,51.96,8.3,-8.2,-22.35,18.81,4.69,55652.0,7,002048,002048,宁波华翔,汽车配件
722,61,12.63,3.37,0.547,10.46,1.32,20110518,104.16,5.64,-13.36,-27.23,5.75,4.74,50064.0,0,601233,601233,桐昆股份,化纤
723,25,20.9,0.64,0.64,6.85,3.91,20110628,37.05,4.63,24.39,36.79,32.54,20.91,17318.0,1,002595,002595,豪迈科技,专用机械
724,46,19.16,1.52,0.406,4.93,3.15,20141230,11.4,1.95,-32.97,-22.4,56.42,14.82,48127.0,8,002737,002737,葵花药业,中成药
725,36,13.48,3.89,0.645,9.34,1.86,19990107,41.52,3.96,-9.07,0.9,38.68,18.81,59805.0,0,000877,000877,天山股份,水泥
726,83,10.01,2.77,0.341,6.82,1.0,19961022,250.3,1.98,15.17,5.51,37.9,1011.87,16787.0,9,000617,000617,中油资本,多元金融
727,0,7.72,0.12,0.27899999999999997,1.83,2.35,20101021,11.26,0.52,6.33,70.7,31.49,20.64,116000.0,1,002489,002489,浙江永强,家居用品
728,55,6.74,2.9,0.45,9.63,0.69,20010312,128.33,4.97,-22.45,-38.0,26.09,7.1,50344.0,0,600376,600376,首开股份,区域地产
729,67,15.19,2.22,0.32,5.95,1.64,19951102,41.68,2.55,9.35,10.52,41.25,21.6,23688.0,12,000582,000582,北部湾港,港口
730,46,23.73,0.19,0.114,2.32,2.34,20091030,32.75,1.09,21.61,-1.86,56.67,12.36,121394.0,8,300026,300026,红日药业,中成药
731,64,20.61,0.64,0.35100000000000003,4.45,3.25,19990107,26.9,2.65,23.69,119.51,26.1,15.69,33679.0,12,600195,600195,中牧股份,饲料
732,21,18.39,0.16,0.179,4.04,1.63,19970425,19.52,2.81,243.45,34.26,25.94,2.08,12710.0,5,000736,000736,中交地产,全国地产
733,28,9.05,0.14,0.263,4.19,1.14,20060623,29.54,1.77,-9.37,-3.22,52.09,8.52,80304.0,8,601001,601001,大同煤业,煤炭开采
734,37,7.36,1.37,0.2,4.68,0.76,20050203,190.62,1.93,-5.91,43.49,16.76,5.75,114783.0,0,600027,600027,华电国际,火力发电
735,57,6.1,1.31,0.34,3.5,1.19,19970508,21.06,0.87,5.52,-18.26,10.91,5.66,111458.0,3,000717,000717,韶钢松山,普钢
736,83,10.22,2.49,0.406,6.8,1.22,19930426,45.3,2.79,-1.11,4.43,28.29,77.86,72106.0,12,600643,600643,爱建集团,多元金融
737,32,15.82,3.69,0.38,6.79,1.74,20141231,5.45,1.97,-13.68,23.53,26.18,15.92,15465.0,7,603017,603017,中衡设计,建筑工程
738,83,23.25,0.4,0.152,5.72,1.23,19971201,58.92,2.64,17.2,-4.33,5.01,5.55,45691.0,12,600120,600120,浙江东方,多元金融
739,92,19.73,0.43,0.10400000000000001,3.1,1.32,19970123,52.52,1.47,54.91,-21.19,6.66,2.58,148390.0,12,000060,000060,中金岭南,铅锌
740,19,24.86,1.41,0.17600000000000002,3.74,2.34,20161206,28.75,0.79,15.81,14.45,0.0,38.4,154837.0,1,600909,600909,华安证券,证券
741,28,6.65,1.27,0.654,14.18,0.61,20010829,78.44,10.85,-1.09,-1.91,31.55,13.0,44888.0,0,600508,600508,上海能源,煤炭开采
742,93,10.33,2.42,0.44,6.09,1.42,20080306,47.44,2.88,-36.29,9.08,7.27,4.2,46537.0,12,002221,002221,东华能源,石油贸易
743,70,21.65,0.64,0.11800000000000001,3.65,1.4,20170821,36.61,2.01,-13.85,-6.87,35.45,10.0,53150.0,12,601949,601949,中国出版,出版业
744,29,6.93,1.27,0.32899999999999996,6.49,0.7,20161129,10.14,0.56,10.36,2.23,0.0,30.81,44510.0,0,603323,603323,苏农银行,银行
745,93,20.25,0.78,0.14,4.67,1.22,20000926,12.6,2.62,2.92,486.78,26.02,39.78,64336.0,12,000159,000159,国际实业,石油贸易
746,21,12.03,1.41,0.22,5.85,0.96,19960925,57.21,3.1,3.29,4.05,32.67,9.55,37287.0,3,600748,600748,上实发展,全国地产
747,64,21.02,0.29,0.22,2.38,3.77,20100409,46.66,1.11,10.43,2556.2,24.22,9.93,220000.0,11,002385,002385,大北农,饲料
748,94,16.12,1.31,0.32899999999999996,4.84,2.19,20160406,4.78,2.39,-0.94,-3.17,34.94,13.24,13688.0,12,603798,603798,康普顿,石油加工
749,10,10.54,0.66,0.25,3.84,1.44,19960828,159.32,2.03,12.56,-9.7,18.31,5.88,198827.0,3,000425,000425,徐工机械,工程机械
750,56,15.97,1.37,0.17300000000000001,4.77,1.16,19990916,40.79,2.36,5.3,-35.31,9.25,1.76,41925.0,3,000950,000950,重药控股,医药商业
751,29,7.56,0.52,0.366,6.1,0.91,20160923,11.72,0.63,18.59,4.97,0.0,34.43,52207.0,0,600908,600908,无锡银行,银行
752,30,22.12,0.53,0.262,4.11,2.82,20200903,2.96,1.19,0.0,0.0,8.09,1.28,120049.0,1,002999,002999,天禾股份,批发业
753,6,22.06,0.47,0.212,2.22,4.2,20171026,1.44,0.62,2.35,58.19,36.8,10.38,18979.0,1,002909,002909,集泰股份,化工原料
754,70,11.09,2.08,0.47,7.57,1.38,20160808,38.39,3.11,-6.92,0.13,43.63,16.09,23904.0,12,601811,601811,新华文轩,出版业
